Interactions	FigStatus	Notes	geneName	UniProt	Description	Pathway	Glycogene	Reactant	Product	Constraints	Compartment	Rules	Comments					Sequence
None	no fig		SLC2A1	P11166	Solute carrier family 2, facilitated glucose transporter member 1	Nutrient_Transport, Glucose_Transport	Monosaccharide_Transporter	Glc [Extracellular]	Glc [Cyto]	None	Golgi,Cytosol,Cell Membrane,Exosome	Glc[Extracellular]->Glc[Cytoplasm]						335
None	no fig		SLC2A10	O95528	Solute carrier family 2, facilitated glucose transporter member 10	Nutrient_Transport, Glucose_Transport	Monosaccharide_Transporter	Glc [Extracellular]	Glc [Cyto]	None	Cell Membrane,Endosome	Glc[Extracellular]->Glc[Cytoplasm]	Facilitative glucose transporter required for the development of the cardiovascular system					336
None	no fig		SLC2A12	Q8TD20	Solute carrier family 2, facilitated glucose transporter member 12	Nutrient_Transport, Glucose_Transport	Monosaccharide_Transporter	Glc [Extracellular]	Glc [Cyto]	None	Endoplasmic Reticulum,Cell Membrane,Endosome	Glc[Extracellular]->Glc[Cytoplasm]						337
None	no fig		SLC2A2	P11168	Solute carrier family 2, facilitated glucose transporter member 2	Nutrient_Transport, Glucose_Transport	Monosaccharide_Transporter	Glc [Extracellular]	Glc [Cyto]	None	Cytosol,Cell Membrane	Glc[Extracellular]->Glc[Cytoplasm]	Transport of glucose and fructose in beta-cells					338
None	no fig		SLC2A3	P11169	Solute carrier family 2, facilitated glucose transporter member 3	Nutrient_Transport, Glucose_Transport	Monosaccharide_Transporter	Glc [Extracellular]	Glc [Cyto]	None	Cell Membrane	Glc[Extracellular]->Glc[Cytoplasm]	Mediates the uptake of glucose, 2-deoxyglucose, galactose, mannose, xylose and fucose					339
None	no fig		SLC2A4	P14672	Solute carrier family 2, facilitated glucose transporter member 4	Nutrient_Transport, Glucose_Transport	Monosaccharide_Transporter	Glc [Extracellular]	Glc [Cyto]	None	transGolgi network,Cytosol,Cell Membrane,Exosome	Glc[Extracellular]->Glc[Cytoplasm]						340
None	no fig		SLC2A5	P22732	Solute carrier family 2, facilitated glucose transporter member 5	Nutrient_Transport, Glucose_Transport	Monosaccharide_Transporter	Fru [Extracellular]	Fru [Cyto]	None	Cell Membrane,Exosome	Glc[Extracellular]->Glc[Cytoplasm]	fructose transporter that has only low activity with other monosaccharides. Critical in small intestines					341
None	no fig		SLC2A8	Q9NY64	Solute carrier family 2, facilitated glucose transporter member 8	Nutrient_Transport, Glucose_Transport	Monosaccharide_Transporter	Glc [Extracellular]	Glc [Cyto]	None	Lysosome,Cell Membrane	Glc[Extracellular]->Glc[Cytoplasm]						342
None	In figure		FUCA1	P04066	Tissue alpha-L-fucosidase	N-linked_Lysosome_Degradation,O-linked_Lysosome_Degradation,GSL_Lysosome_Degradation	Fucosidase	...[Fuc(a1-6)]GlcNAc(b1-?)Asn	...GlcNAc(b1-?)Asn	None	Extracellular,Cytosol,Lysosome,Exosome	...{![Fuc(a1-6)]}GlcNAc(b1-?)Asn						343
None	In figure		FUCA2	Q9BTY2	Plasma alpha-L-fucosidase	N-linked_Lysosome_Degradation,O-linked_Lysosome_Degradation,GSL_Lysosome_Degradation	Fucosidase	...[Fuc(a1-6)]GlcNAc(b1-?)Asn	...GlcNAc(b1-?)Asn	None	Extracellular,Lysosome,Endoplasmic Reticulum,Endoplasmic Reticulum Lumen,Exosome	...{![Fuc(a1-6)]}GlcNAc(b1-?)Asn						344
None	In figure		AGA	P20933	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase	N-linked_Lysosome_Degradation	NAcetylglucosaminidase	...<[...]>GlcNAc(b1-?)Asn	...<[...]>GlcNAc(b1-?)	None	Extracellular,Cytosol,Lysosome,Endoplasmic Reticulum	...<[...]>GlcNAc(b1-?){!Asn}						345
None	In figure		CTBS	Q01459	Di-N-acetylchitobiase	N-linked_Lysosome_Degradation	NAcetylglucosaminidase	...<[...]>GlcNAc(b1-4)GlcNAc(b1-?)	...<[...]>GlcNAc(b1-4)	None	Extracellular,Lysosome	...<[...]>GlcNAc(b1-4){!GlcNAc(b1-?)}						346
None	In figure		GLB1	P16278	Beta-galactosidase	N-linked_Lysosome_Degradation,O-linked_Lysosome_Degradation,GSL_Lysosome_Degradation,KS_Lysosome_Degradation	Galactosidase	Gal(b1-?)		None	Extracellular,Cytosol,Golgi,Lysosome,Cytosol,Exosome	{!Gal(b1-?)}						347
None	In figure		HEXA	P06865	Beta-hexosaminidase subunit alpha	N-linked_Lysosome_Degradation,O-linked_Lysosome_Degradation,GSL_Lysosome_Degradation,KS_Lysosome_Degradation,CS_Lysosome_Degradation,DS_Lysosome_Degradation	Glycosidase	GalNAc(b1-?)		None	Cytosol,Lysosome,Exosome	{!GalNAc(b1-?)}						348
None	In figure		HEXB	P07686	Beta-hexosaminidase subunit beta	N-linked_Lysosome_Degradation,O-linked_Lysosome_Degradation,GSL_Lysosome_Degradation,KS_Lysosome_Degradation,CS_Lysosome_Degradation,DS_Lysosome_Degradation	Glycosidase	GalNAc(b1-?)		None	Extracellular,Lysosome	{!GalNAc(b1-?)}						349
None	In figure		MAN2B1	O00754	Lysosomal alpha-mannosidase	N-linked_Lysosome_Degradation	Mannosidase	Man(a1-?)		None	Extracellular,Nucleus,Lysosome,Exosome	{!Man(a1-?)}						350
None	In figure		MAN2B2	Q9Y2E5	Epididymis-specific alpha-mannosidase	N-linked_Lysosome_Degradation	Mannosidase	Man(a1-?)		None	Lysosome,Exosome	{!Man(a1-?)}						351
None	In figure		MANBA	O00462	Beta-mannosidase	N-linked_Lysosome_Degradation	Mannosidase	Man(b1-?)GlcNAc(b1-?)	GlcNAc(b1-?)	None	Lysosome,Cell Membrane	{!Man(b1-?)}GlcNAc(b1-?)						352
None	In figure		NEU1	Q99519	Sialidase-1	N-linked_Lysosome_Degradation,O-linked_Lysosome_Degradation,GSL_Lysosome_Degradation,KS_Lysosome_Degradation	Glycosidase,Sialidase	NeuAc(a2-3)Gal(b1-?)|NeuAc(a2-6)Gal(b1-?)	Gal(b1-?)|Gal(b1-?)	None	Extracellular,Cytosol,Lysosome,Cell Membrane,Exosome	{!Neu5Ac(a2-3)}Gal(b1-?)|{!Neu5Ac(a2-6)}Gal(b1-?)						353
None	In figure		NEU2	Q9Y3R4	Sialidase-2	N-linked_Cytosol_Degradation,O-linked_Cytosol_Degradation,GSL_Cytosol_Degradation,KS_Cytosol_Degradation	Glycosidase,Sialidase	NeuAc(a2-3)Gal(b1-?)	Gal(b1-?)	None	Cytosol	{!Neu5Ac(a2-3)}Gal(b1-?)						354
None	In figure		NEU3	Q9UQ49	Sialidase-3	N-linked_Lysosome_Degradation,O-linked_Lysosome_Degradation,GSL_Lysosome_Degradation,KS_Lysosome_Degradation	Glycosidase,Sialidase	NeuAc(a2-?)Gal(b1-?)|NeuAc(a2-?)NeuAc(a2-?)	Gal(b1-?)|NeuAc(a2-?)	None	Cytosol,Lysosome,Cell Membrane,Caveola,Endosome,Cell Membrane	{!Neu5Ac(a2-?)}Gal(b1-?)|{!Neu5Ac(a2-?)}Neu5Ac(a2-?)						355
None	In figure		NEU4	Q8WWR8	Sialidase-4	N-linked_Lysosome_Degradation,O-linked_Lysosome_Degradation,GSL_Lysosome_Degradation,KS_Lysosome_Degradation	Glycosidase,Sialidase	NeuAc(a2-?)Gal(b1-?)|NeuAc(a2-?)NeuAc(a2-?)	Gal(b1-?)|NeuAc(a2-?)	None	Cytosol,Mitochondria,Lysosome,Cell Membrane	{!Neu5Ac(a2-?)}Gal(b1-?)|{!Neu5Ac(a2-?)}Neu5Ac(a2-?)						356
None	not in figure		ENGASE	Q8NFI3	Cytosolic endo-beta-N-acetylglucosaminidase	N-linked_Cytosol_Degradation	Endoglycosidase,NAcetylglucosaminidase	...<[...]>GlcNAc(b1-4)GlcNAc(b1-?)Asn	...<[...]>GlcNAc(b1-4)	None	Cytosol	...<[...]>GlcNAc(b1-4){!GlcNAc(b1-?)Asn}						357
None	not in figure		MAN2C1	Q9NTJ4	Alpha-mannosidase 2C1	N-linked_Cytosol_Degradation	Mannosidase	Man(a1-?)		None	Nucleus,Cytosol	{!Man(a1-?)}						358
None	In figure		GLA	P06280	Alpha-galactosidase A	GSL_Lysosome_Degradation	Galactosidase	Gal(a1-?)Gal	Gal	None	Extracellular,Cytosol,Lysosome,Golgi,Exosome	{!Gal(a1-?)}Gal						359
None	In figure		GBA	P04062	Lysosomal acid glucosylceramidase	GSL_Glycan_Degradation	Glucosidase	Glc(b1-?)Cer	Cer	None	Lysosome,Endoplasmic Reticulum,Golgi,transGolgi network,Exosome,Cell Membrane	{!Glc(b1-?)}Cer						360
None	In figure		GALC	P54803	Galactocerebrosidase	GSL_Lysosome_Degradation	Galactosidase	Gal(b1-?)Cer	Cer	None	Lysosome	{!Gal(b1-?)}Cer						361
None	In figure		NAGA	P17050	Alpha-N-acetylgalactosaminidase	GSL_Lysosome_Degradation,O-linked_Lysosome_Degradation	NAcetylgalactosaminidase	GalNAc(a1-3)...Gal|GalNAc(a1-?)Ser/Thr	...Gal|Ser/Thr	None	Cytosol,Lysosome,Exosome	no reaction						362
None	In figure		HYAL1	Q12794	Hyaluronidase-1	HA_Lysosome_Degradation	Glycosidase,NAcetylglucosaminidase	...GlcNAc(b1-4)GlcA(a1-3)	...GlcNAc(b1-4)&GlcA(a1-3)	None	Cytosol,Extracellular,Lysosome,Exosome	no reaction						363
None	In figure		HYAL2	Q12891	Hyaluronidase-2	HA_Extracellular_Degradation	Glycosidase,NAcetylglucosaminidase	...GlcNAc(b1-4)GlcA(a1-3)	...GlcNAc(b1-4)&GlcA(a1-3)	None	Golgi,Cytosol,Lysosome,Endoplasmic Reticulum,Cell Membrane	no reaction						364
None	no figure.:		HYAL3	O43820	Hyaluronidase-3	HA_Extracellular_Degradation	Glycosidase,NAcetylglucosaminidase	no reaction		None	Cytosol,Extracellular,Lysosome,Endosome,Endoplasmic Reticulum,Cell Membrane	no reaction						365
None	no figure.:		HYAL4	Q2M3T9	Hyaluronidase-4	HA_Extracellular_Degradation	Glycosidase,NAcetylglucosaminidase	...GlcNAc(b1-4)GlcA(a1-3)	...GlcNAc(b1-4)&GlcA(a1-3)	None	Vesicle,Cell Membrane	no reaction						366
None	In figure		CEMIP2	Q9UHN6	Cell surface hyaluronidase	HA_Extracellular_Degradation	Cofactor	no reaction		None	Cell Membrane,Exosome	no reaction						368
None	no figure		SPAM1	P38567	Hyaluronidase PH-20	HA_Extracellular_Degradation	Glucosaminidase	no reaction		None	Cell Membrane	no reaction						369
None	not in figure		HPSE2	Q8WWQ2	Inactive heparanase-2	Glycan_Degradation	Glucuronidase	no reaction		None	Extracellular,Cell Membrane	no reaction						370
None	In figure		HPSE	Q9Y251	Heparanase	HS_Lysosome_Degradation,HS_Extracellular_Degradation	Glucuronidase	...GlcA(b1-4)GlcN<,3><,6>S(a1-?)	...GlcA(b1-4)+GlcN<,3><,6>S(a1-?)	None	Extracellular,Nucleus,Nucleus,Lysosome	no reaction						371
None	In figure		IDS	P22304	Iduronate 2-sulfatase	HS_Lysosome_Degradation,DS_Lysosome_Degradation	IdoA2S Sulfatase	IdoA2S(a1-?)	IdoA(a1-?)	None	Lysosome	IdoA{!2S}(a1-?)						372
None	In figure		IDUA	P35475	Alpha-L-iduronidase	HS_Lysosome_Degradation,DS_Lysosome_Degradation	Iduronidase	IdoA(a1-?)		None	Lysosome,Exosome,Vesicle	{!IdoA(a1-?)}						373
None	In figure		SGSH	P51688	N-sulphoglucosamine sulphohydrolase	HS_Lysosome_Degradation	Sulfatase	GlcNS	GlcN	None	Lysosome,Exosome	GlcN{!S}						374
None	In figure		HGSNAT	Q68CP4	Heparan-alpha-glucosaminide N-acetyltransferase	HS_Lysosome_Degradation	Acetyltransferase	GlcN(a1-4)	GlcNAc(a1-4)	None	Lysosome,Cell Membrane	GlcN{Ac}(a1-4)						375
None	In figure		NAGLU	P54802	Alpha-N-acetylglucosaminidase	HS_Lysosome_Degradation	NAcetylgalactosaminidase	GlcNAc(a1-4)		None	Lysosome,Exosome	{!GlcNAc(a1-4)}						376
None	In figure		ARSK	Q6UWY0	Arylsulfatase K	HS_Lysosome_Degradation,DS_Lysosome_Degradation,CS_Lysosome_Degradation	Sulfatase	GlcA2S(b1-4)	GlcA(b1-4)	None	Extracellular,Endoplasmic Reticulum,Endoplasmic Reticulum Lumen,Lysosome	GlcA{!2S}(b1-4)						377
None	In figure		GUSB	P08236	Beta-glucuronidase	HS_Lysosome_Degradation,DS_Lysosome_Degradation,CS_Lysosome_Degradation	Glucuronidase	GlcA(b1-3)		None	Extracellular,Lysosome,Exosome	{!GlcA(b1-3)}						378
None	In figure		GNS	P15586	N-acetylglucosamine-6-sulfatase	HS_Lysosome_Degradation,KS_Lysosome_Degradation	GlcNAc6S_Sulfatase	GlcNAc6S(a1-4)	GlcNAc(a1-4)	None	Extracellular,Lysosome	GlcNAc{!6S}(a1-4)						379
None	In figure		ARSB	P15848	Arylsulfatase B	CS_Lysosome_Degradation,DS_Lysosome_Degradation	Sulfatase	GalNAc4S(b1-4)	GalNAc(b1-4)	None	Extracellular,Mitochondria,Lysosome,Endoplasmic Reticulum Lumen,Golgi,Cell Membrane,Lysosome,Exosome	GalNAc{!4S}(b1-4)						380
None	In figure		GALNS	P34059	N-acetylgalactosamine-6-sulfatase	CS_Lysosome_Degradation,DS_Lysosome_Degradation,KS_Lysosome_Degradation	Sulfatase,GalNAc6S_Sulfatase,Gal6S_Sulfatase	...GalNAc6S(b1-4)|...Gal6S(b1-4)	...GalNAc(b1-4)|...Gal(b1-4)	None	Extracellular,Lysosome,Exosome	...GalNAc{!6S}(b1-4)|...Gal{!6S}(b1-4)						381
None	no figure		GANC	Q8TET4	Neutral alpha-glucosidase C	Glycogen_Breakdown	Glucosidase	no reaction		None	Unknown	no reaction						382
None	no figure		GAA	P10253	Lysosomal alpha-glucosidase	Glycogen_Breakdown	Glucosidase	no reaction		None	Lysosome,Cell Membrane	no reaction						383
None	no figure		CASD1	Q96PB1	N-acetylneuraminate 9-O-acetyltransferase	Neu59Ac_Metabolism	Acetyltransferase	Neu5Ac(a2-?)	Neu5,9Ac(a2-?)	None	Golgi	Neu5{,9}Ac(a2-?)						384
None	no figure		SIAE	Q9HAT2	Sialate O-acetylesterase	Neu59Ac_Metabolism	Acetylesterase	Neu5,9Ac(a2-?)	Neu5Ac(a2-?)	None	Extracellular,Lysosome,Exosome	Neu5{!,9}Ac(a2-?)						385
None	no figure		GBGT1	Q8N5D6	Globo alpha-1,3-N-acetylgalactosaminyltransferase 1	Inactive_Enzyme	GalNAcT	no reaction		None	Golgi,Vesicle	no reaction						386
None	no figure		CMAHP	Q9Y471	Inactive cytidine monophosphate-N-acetylneuraminic acid hydroxylase	Inactive_Enzyme	Hydroxylase	no reaction		None	Nucleus,Cytosol	no reaction						387
